URL, Email
"https://cvvp.nva.gov.lv/#/pub/vakances/445813509", "datuaizsardziba@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813509", "iveta.grundmane@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445810335", "vakances@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445810335", "novada.dome@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445810335", "inga.branta@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813435", "personals@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813435", "datuaizsardziba@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813435", "iveta.grundmane@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813963", "konkursam@nmpd.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813963", "nmpd@nmpd.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813645", "liene.kazaine@jelgava.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445529091", "boxzoom24@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445801718", "eres1@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445806305", "hr@iclean.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445528890", "boxzoom24@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445805209", "cv@balticply.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445805209", "zane.bitane@balticply.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445802121", "soc@soc.jelgava.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445802121", "kristine.rengarte@soc.jelgava.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445764772", "cv@lionlog.eu"
"https://cvvp.nva.gov.lv/#/pub/vakances/445790710", "arta.kenina@izglitiba.jelgava.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445759817", "cv@mogotel.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445655049", "elza.krumina@sosbca.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445801747", "vakance@sif.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445798492", "cv@rtu.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445794275", "eres1@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445759442", "cv@mogotel.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445786008", "cv.riga@concentrix.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445798596", "cv@evisltd.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445792816", "rpuida26@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445792816", "siahoutwerk@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445787612", "vakance@latloto.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/444313462", "vsacvilani@rezeknesnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/444313462", "julija.nesterova@vilani.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445790548", "personals@ic.iem.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445790548", "pasts@ic.iem.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445789728", "veca.maiznica@apollo.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445787944", "cv@pasts.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445787853", "personals@jelgavasnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445787853", "liga.jantone@jelgavasnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445764603", "zelta24@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445778445", "personals@vmd.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445778445", "liga.sinica-sinavska@vmd.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445782081", "hr@scm.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445755911", "info@jelgavastehnikums.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445755911", "janina.rudzite@jelgavastehnikums.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445756325", "r74ps@riga.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445756325", "nsopa@edu.riga.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445763749", "personals@ventbunkers.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445763613", "personals@gfp.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445865396", "hr.lv@stenaline.comar"
"https://cvvp.nva.gov.lv/#/pub/vakances/445862571", "infosearchsia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445865047", "hr.lv@stenaline.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445854046", "vakances@balticrest.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445858005", "sacbrize@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445785550", "vakances@kekavafoods.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445861270", "cv@vsackurzeme.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445773473", "vecsaule@bauskasnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445858946", "career@erbrail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445858946", "natalja.lace@erbrail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445739038", "montelux@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445740440", "montelux@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445860351", "infosearchsia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445839980", "bangaltd@bangaltd.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445678941", "aleratur@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445678941", "natali.sproge@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445678941", "desecomonolits@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445858687", "ilze.undrulova@rigasudens.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445858062", "cv@madara89.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445853561", "kristine.motivane@forevers.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445857491", "hr.lv@stenaline.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445753415", "leadstaff2025@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445843959", "darbs@maxima.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445727676", "edite.ulinska@bauskasnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445850071", "cv@madara89.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445724804", "personals@viziiurban.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445851941", "careers@airbaltic.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445772856", "cv@maiznieks.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445792874", "cv@maiznieks.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445774487", "cv@maiznieks.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445846857", "%d1%81v@smd-baltic.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445846857", "v@smd-baltic.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445846857", "cv@smd-baltic.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445851487", "vbrugis@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445851292", "vbrugis@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445850660", "vbrugis@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445848433", "vakance@marupe.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445748013", "miesnieks@ledurgas.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445840407", "elina.saleniece@forevers.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445846302", "piisaulite@edu.jurmala.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445846302", "pasts@jurmala.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445839788", "vakances@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445839788", "novada.dome@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445843668", "aivarspfy@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445842467", "pasts@ievp.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445842467", "datu.specialists@ievp.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445745376", "staffrentgrouplv@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445841652", "konkursi@nva.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445843509", "inese@damaksnis.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445835634", "atlase@lm.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445835813", "sekretare@gkb.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445765006", "cv@innova.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445835948", "6vsk@rezekne.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445831419", "info@rezeknesnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445831419", "juris.zvidrins@rezeknesnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445828288", "ulvis@hodos.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445836331", "personals@lnrmm.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445836230", "personals@jrslimnica.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445656353", "ijj.co.cia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445656353", "igj.co.sia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445810956", "info@projektill.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445789341", "limbazi@limbazunovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445790290", "skulte@limbazunovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445826291", "urgas.an@limbazunovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445811983", "cv@madara89.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445827411", "urgas.an@limbazunovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445812312", "cv@madara89.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445819218", "atlase@vsacriga.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445826173", "savalogistic@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445804292", "kadri@dpns.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445616943", "nordicelitelatvia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445809266", "personals@stokker.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445202724", "pasts@vm.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813509", "personals@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813509", "datuaizsardziba@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813509", "iveta.grundmane@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445810335", "vakances@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445810335", "novada.dome@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445810335", "inga.branta@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813435", "personals@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813435", "datuaizsardziba@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813435", "iveta.grundmane@karamuzejs.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445813645", "liene.kazaine@jelgava.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445529091", "boxzoom24@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445801718", "eres1@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445806305", "hr@iclean.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445528890", "boxzoom24@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445805209", "cv@balticply.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445805209", "zane.bitane@balticply.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445802121", "soc@soc.jelgava.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445802121", "kristine.rengarte@soc.jelgava.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445764772", "cv@lionlog.eu"
"https://cvvp.nva.gov.lv/#/pub/vakances/445790710", "arta.kenina@izglitiba.jelgava.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445759817", "cv@mogotel.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445801747", "vakance@sif.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445798492", "cv@rtu.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445794275", "eres1@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445759442", "cv@mogotel.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445786008", "cv.riga@concentrix.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445798596", "cv@evisltd.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445792816", "rpuida26@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445792816", "siahoutwerk@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445787612", "vakance@latloto.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/444313462", "vsacvilani@rezeknesnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/444313462", "julija.nesterova@vilani.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445790548", "personals@ic.iem.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445790548", "pasts@ic.iem.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445789728", "veca.maiznica@apollo.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445787944", "cv@pasts.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445787853", "personals@jelgavasnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445787853", "liga.jantone@jelgavasnovads.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445764603", "zelta24@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445778445", "personals@vmd.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445778445", "liga.sinica-sinavska@vmd.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445782081", "hr@scm.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445755911", "info@jelgavastehnikums.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445755911", "janina.rudzite@jelgavastehnikums.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445756325", "r74ps@riga.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445756325", "nsopa@edu.riga.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445763749", "personals@ventbunkers.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445763613", "personals@gfp.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445762517", "sawasdee.thaims@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445773849", "darbs@maxima.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445764610", "kristmon143@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/442384132", "info@marbella.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/442384132", "nils@marbella.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445276989", "info@marbella.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445276989", "nils@marbella.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/442544320", "varves.muiza@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/442401302", "nils@marbella.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445764947", "pasvaldibaspolicija@madona.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445741022", "sofa.anfimkina@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445741022", "stax77sia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445759571", "ilgonisupitis@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445764939", "pasvaldibaspolicija@madona.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445762507", "vakances@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445762507", "novada.dome@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445762507", "ilona.reinholde@ropazi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445765564", "marija.cudare@kolonna.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445764584", "marika.jakusenoka@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445763800", "personals@rezeknestehnikums.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445763800", "pasts@rezeknestehnikums.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445763225", "pasts@ugf.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445760494", "cv@madara89.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445749906", "cv@viadabaltija.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445761844", "darbs@maxima.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445656472", "renats.ratenieks@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445711858", "hr@kness.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445700727", "anivialimited@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445761693", "pasts@vtua.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445761693", "vakance@vtua.gov.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445759739", "a.bazilevicha@bbcriga.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445757865", "vakances@rigasmezi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445760085", "vakances@rigasmezi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445758635", "cv@mogotel.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445758251", "personals@deksni.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445759988", "vakances@rigasmezi.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445759496", "personals@deksni.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445741647", "sofa.anfimkina@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445741647", "stax77sia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445739978", "sofa.anfimkina@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445739978", "stax77sia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445742654", "sofa.anfimkina@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445742654", "stax77sia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445756817", "info@blueshockrace.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445758529", "personals@deksni.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445739587", "sofa.anfimkina@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445739587", "stax77sia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445724620", "rijupe2@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445737208", "sofa.anfimkina@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445737208", "stax77sia@gmail.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445753674", "ilze.dubova@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445753674", "koledza@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445753674", "elita.stafecka@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445748021", "ilze.dubova@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445748021", "koledza@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445748021", "elita.stafecka@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445646914", "areson@inbox.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445746375", "ilze.dubova@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445746375", "koledza@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445746375", "elita.stafecka@jak.lv"
"https://cvvp.nva.gov.lv/#/pub/vakances/445743759", "info@griksi.com"
"https://cvvp.nva.gov.lv/#/pub/vakances/445751947", "cv@forevers.lv"
